id,game,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB,team,opp,loc,age,rookie,regpost,gs
urbiu001,PIT200004130,2,4,0,2,2,17,1,0,4,0,0,0,0,6,6,0,0,0,0,MON,PIT,0,30,0,1,0
schmj001,PIT200004140,21,12,4,4,4,141,6,2,7,2,1,0,0,36,30,0,1,1,1,PIT,NYN,1,30,0,1,1
wilkm001,PIT200004140,3,0,2,0,0,19,0,0,0,0,0,0,0,4,2,0,0,0,0,PIT,NYN,1,30,0,1,0
saues001,PIT200004140,3,0,1,0,0,10,0,0,0,0,0,0,0,3,2,0,0,0,0,PIT,NYN,1,30,0,1,0
willm005,PIT200004140,3,1,1,0,0,11,1,0,1,0,0,0,0,4,3,0,0,0,0,PIT,NYN,1,30,0,1,0
silvj001,PIT200004140,6,7,1,4,4,35,0,1,5,1,0,0,0,12,11,0,0,0,0,PIT,NYN,1,30,0,1,0
leita001,PIT200004140,23,6,3,3,2,117,6,2,2,2,0,0,0,33,30,0,0,0,0,NYN,PIT,0,30,0,1,1
wendt001,PIT200004140,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,NYN,PIT,0,30,0,1,0
benia001,PIT200004140,3,2,1,1,1,23,3,0,0,1,1,0,0,6,5,0,0,0,1,NYN,PIT,0,30,0,1,0
franj001,PIT200004140,6,1,0,0,0,39,0,0,1,0,0,0,1,8,7,0,0,0,0,NYN,PIT,0,30,0,1,0
cookd001,PIT200004140,3,2,1,1,1,20,1,0,1,1,0,1,0,6,5,0,0,0,0,NYN,PIT,0,30,0,1,0
andej002,PIT200004150,24,5,1,0,0,113,5,0,5,0,0,0,1,30,28,0,0,0,0,PIT,NYN,1,30,0,1,1
willm005,PIT200004150,3,0,0,0,0,9,2,0,0,0,0,0,0,3,3,0,0,0,0,PIT,NYN,1,30,0,1,0
ruscg001,PIT200004150,24,4,1,2,2,101,5,1,3,0,0,0,0,28,26,0,1,0,0,NYN,PIT,0,30,0,1,1
bensk001,PIT200004160,8,5,0,6,3,55,1,2,1,2,0,0,1,15,14,0,0,0,0,PIT,NYN,1,30,0,1,1
petec001,PIT200004160,3,3,3,3,3,48,1,0,2,1,0,1,0,9,6,0,0,0,1,PIT,NYN,1,30,0,1,0
wilkm001,PIT200004160,7,4,1,2,2,41,0,0,3,1,0,0,0,12,10,0,0,1,1,PIT,NYN,1,30,0,1,0
saues001,PIT200004160,6,2,1,1,1,35,0,0,0,2,0,0,0,8,7,0,0,0,0,PIT,NYN,1,30,0,1,0
chrij002,PIT200004160,3,1,0,0,0,14,3,0,0,1,0,0,0,4,4,0,0,0,0,PIT,NYN,1,30,0,1,0
joneb003,PIT200004160,0,1,0,2,2,8,0,0,1,0,0,0,1,2,1,0,0,0,0,NYN,PIT,0,30,0,1,1
mahop001,PIT200004160,12,6,4,5,2,80,2,0,3,3,0,0,0,23,19,0,0,0,0,NYN,PIT,0,30,0,1,0
wendt001,PIT200004160,6,3,0,2,2,44,3,2,1,0,0,0,0,9,9,0,0,0,0,NYN,PIT,0,30,0,1,0
cookd001,PIT200004160,6,1,0,0,0,37,0,0,1,0,0,0,0,8,8,0,0,0,0,NYN,PIT,0,30,0,1,0
benia001,PIT200004160,3,0,0,0,0,14,1,0,0,0,0,0,0,3,3,0,0,0,0,NYN,PIT,0,30,0,1,0
ritct001,PIT200004250,23,9,0,3,3,106,8,0,8,1,0,0,0,31,31,0,0,0,0,PIT,SDN,1,30,0,1,1
chrij002,PIT200004250,0,0,1,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,PIT,SDN,1,30,0,1,0
garcm002,PIT200004250,1,1,0,0,0,7,0,0,1,0,0,0,0,1,1,0,0,0,0,PIT,SDN,1,30,0,1,0
willm005,PIT200004250,3,1,0,0,0,19,1,0,1,0,0,0,1,4,3,0,0,0,0,PIT,SDN,1,30,0,1,0
silvj001,PIT200004250,5,2,0,0,0,34,3,0,2,0,0,0,0,7,7,0,0,0,0,PIT,SDN,1,30,0,1,0
saues001,PIT200004250,1,0,0,0,0,3,1,0,0,0,0,0,0,1,1,0,0,0,0,PIT,SDN,1,30,0,1,0
hitcs001,PIT200004250,18,6,3,1,0,106,5,0,5,1,0,0,0,28,25,0,0,0,0,SDN,PIT,0,30,0,1,1
whism001,PIT200004250,3,0,1,1,1,21,1,0,0,0,0,2,0,4,2,0,0,1,0,SDN,PIT,0,30,0,1,0
walld002,PIT200004250,3,0,0,0,0,14,1,0,0,0,0,0,0,4,3,0,1,0,0,SDN,PIT,0,30,0,1,0
hofft001,PIT200004250,3,1,0,1,0,20,0,0,0,1,0,0,0,5,5,0,0,0,0,SDN,PIT,0,30,0,1,0
almac001,PIT200004250,4,2,0,1,1,19,0,0,1,0,1,0,0,6,6,0,0,0,0,SDN,PIT,0,30,0,1,0
andej002,PIT200004260,13,7,2,4,4,85,6,0,4,3,0,0,1,23,20,0,0,0,0,PIT,SDN,1,30,0,1,1
garcm002,PIT200004260,8,1,0,0,0,34,2,0,0,1,0,0,0,9,9,0,0,0,0,PIT,SDN,1,30,0,1,0
clonb001,PIT200004260,1,1,1,1,1,15,1,0,1,0,0,0,0,3,2,0,0,0,0,PIT,SDN,1,30,0,1,0
chrij002,PIT200004260,2,0,0,0,0,3,0,0,0,0,0,0,0,2,1,0,0,1,0,PIT,SDN,1,30,0,1,0
willm005,PIT200004260,3,1,0,3,0,19,2,1,0,0,0,0,0,6,6,0,0,0,0,PIT,SDN,1,30,0,1,0
willw001,PIT200004260,15,11,1,8,8,85,4,3,6,2,0,0,0,25,24,0,0,0,0,SDN,PIT,0,30,0,1,1
cunnw001,PIT200004260,6,0,1,0,0,27,3,0,0,0,0,0,0,7,6,0,0,0,0,SDN,PIT,0,30,0,1,0
palav001,PIT200004260,4,0,0,0,0,15,2,0,0,0,0,0,0,4,4,0,0,0,0,SDN,PIT,0,30,0,1,0
whism001,PIT200004260,1,1,2,1,1,19,0,0,1,0,0,0,0,4,2,0,0,0,1,SDN,PIT,0,30,0,1,0
parrj002,PIT200004270,6,7,1,5,5,42,2,1,4,1,1,0,0,14,13,0,0,0,0,PIT,SDN,1,30,0,1,1
clonb001,PIT200004270,10,1,5,1,1,64,1,0,0,1,0,1,0,15,10,0,0,0,1,PIT,SDN,1,30,0,1,0
saues001,PIT200004270,5,2,2,0,0,36,0,0,2,0,0,0,0,8,6,0,0,0,0,PIT,SDN,1,30,0,1,0
silvj001,PIT200004270,6,5,1,6,1,40,2,1,4,0,0,0,1,14,12,0,0,0,0,PIT,SDN,1,30,0,1,0
clemm001,PIT200004270,18,3,3,4,4,99,5,1,2,0,0,1,1,25,21,0,0,0,0,SDN,PIT,0,30,0,1,1
walld002,PIT200004270,6,1,0,0,0,25,1,0,1,0,0,0,0,7,7,0,0,0,0,SDN,PIT,0,30,0,1,0
walkk001,PIT200004270,3,0,0,0,0,6,0,0,0,0,0,0,0,3,3,0,0,0,0,SDN,PIT,0,30,0,1,0
bensk001,PIT200004280,24,5,3,1,1,103,6,0,5,0,0,0,0,31,28,0,0,0,0,PIT,CIN,1,30,0,1,1
chrij002,PIT200004280,1,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,PIT,CIN,1,30,0,1,0
willm005,PIT200004280,2,0,1,0,0,10,0,0,0,0,0,0,0,2,1,0,0,0,0,PIT,CIN,1,30,0,1,0
harnp001,PIT200004280,19,5,4,2,2,104,4,1,2,2,0,0,0,28,22,0,1,1,0,CIN,PIT,0,30,0,1,1
reyed001,PIT200004280,3,1,0,0,0,7,0,0,1,0,0,0,0,3,3,0,0,0,0,CIN,PIT,0,30,0,1,0
aybam001,PIT200004280,2,0,0,0,0,7,1,0,0,0,0,0,1,3,2,0,0,0,0,CIN,PIT,0,30,0,1,0
cordf001,PIT200004290,18,4,2,4,4,97,3,0,2,2,0,0,0,24,20,0,1,1,0,PIT,CIN,1,30,0,1,1
saues001,PIT200004290,1,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,1,0,PIT,CIN,1,30,0,1,0
garcm002,PIT200004290,2,1,0,0,0,7,0,0,0,1,0,0,0,3,2,0,0,1,0,PIT,CIN,1,30,0,1,0
chrij002,PIT200004290,0,1,1,2,1,9,0,0,1,0,0,0,0,2,1,0,0,0,0,PIT,CIN,1,30,0,1,0
silvj001,PIT200004290,6,2,1,0,0,33,2,0,2,0,0,1,0,10,8,0,1,0,1,PIT,CIN,1,30,0,1,0
villr001,PIT200004290,15,6,3,4,4,100,1,1,3,2,0,0,0,24,19,0,0,2,0,CIN,PIT,0,30,0,1,1
desse001,PIT200004290,3,0,0,0,0,10,1,0,0,0,0,0,0,3,3,0,0,0,0,CIN,PIT,0,30,0,1,0
wills002,PIT200004290,6,2,0,1,1,28,3,1,1,0,0,0,0,7,7,0,0,0,0,CIN,PIT,0,30,0,1,0
gravd001,PIT200004290,3,0,0,0,0,9,0,0,0,0,0,0,0,3,3,0,0,0,0,CIN,PIT,0,30,0,1,0
ritct001,PIT200004300,20,8,5,3,3,102,4,1,7,0,0,0,0,31,25,0,1,0,0,PIT,CIN,1,30,0,1,1
saues001,PIT200004300,2,0,1,1,1,14,2,0,0,0,0,0,0,3,2,0,0,0,0,PIT,CIN,1,30,0,1,0
clonb001,PIT200004300,1,2,0,1,1,12,1,1,0,0,1,0,0,3,3,0,0,0,0,PIT,CIN,1,30,0,1,0
wallj001,PIT200004300,4,0,3,1,1,29,1,0,0,0,0,1,0,7,4,0,0,0,0,PIT,CIN,1,30,0,1,0
bellr003,PIT200004300,18,4,5,2,2,109,7,0,1,3,0,0,0,27,22,0,0,0,1,CIN,PIT,0,30,0,1,1
desse001,PIT200004300,1,1,0,0,0,11,0,0,1,0,0,0,1,3,2,0,0,0,0,CIN,PIT,0,30,0,1,0
reyed001,PIT200004300,2,0,0,0,0,8,0,0,0,0,0,0,0,2,2,0,0,0,0,CIN,PIT,0,30,0,1,0
wills002,PIT200004300,6,1,0,0,0,34,3,0,0,1,0,1,0,7,7,0,0,0,0,CIN,PIT,0,30,0,1,0
bensk001,PIT200005090,24,8,2,2,2,114,4,2,6,0,0,0,0,31,29,0,0,0,0,PIT,NYN,1,30,0,1,1
saues001,PIT200005090,3,0,2,0,0,21,2,0,0,0,0,0,0,5,3,0,0,0,0,PIT,NYN,1,30,0,1,0
hampm001,PIT200005090,25,6,1,0,0,128,8,0,5,1,0,1,1,33,31,0,0,0,0,NYN,PIT,0,30,0,1,1
benia001,PIT200005090,2,0,0,0,0,8,1,0,0,0,0,0,0,2,2,0,0,0,0,NYN,PIT,0,30,0,1,0
ritct001,PIT200005100,9,4,1,6,6,53,3,2,1,1,0,0,1,15,13,0,0,0,0,PIT,NYN,1,30,0,1,1
parrj002,PIT200005100,3,1,2,0,0,21,0,0,1,0,0,0,0,6,4,0,0,0,0,PIT,NYN,1,30,0,1,0
wallj001,PIT200005100,6,1,1,0,0,37,2,0,1,0,0,0,0,8,7,0,0,0,0,PIT,NYN,1,30,0,1,0
silvj001,PIT200005100,3,3,1,1,1,29,2,0,2,1,0,0,0,6,5,0,0,0,1,PIT,NYN,1,30,0,1,0
garcm002,PIT200005100,3,2,0,1,1,29,0,0,1,1,0,1,0,5,5,0,0,0,0,PIT,NYN,1,30,0,1,0
willm005,PIT200005100,3,2,1,1,1,27,1,0,2,0,0,0,0,6,4,0,0,1,0,PIT,NYN,1,30,0,1,0
reedr002,PIT200005100,15,10,0,6,6,71,1,2,6,0,2,0,0,25,25,0,0,0,0,NYN,PIT,0,30,0,1,1
wendt001,PIT200005100,2,1,0,0,0,13,1,0,0,1,0,0,0,3,3,1,0,0,0,NYN,PIT,0,30,0,1,0
cookd001,PIT200005100,1,1,0,2,2,8,1,0,1,0,0,0,1,3,2,0,0,0,0,NYN,PIT,0,30,0,1,0
mahop001,PIT200005100,0,5,0,3,3,19,0,0,4,1,0,0,0,5,5,0,0,0,0,NYN,PIT,0,30,0,1,0
rodrr004,PIT200005100,3,0,0,0,0,13,1,0,0,0,0,0,0,3,3,0,0,0,0,NYN,PIT,0,30,0,1,0
franj001,PIT200005100,3,3,1,2,2,26,1,0,2,1,0,0,0,6,5,0,0,0,0,NYN,PIT,0,30,0,1,0
andej002,PIT200005110,18,6,3,3,2,105,4,1,3,2,0,0,0,26,22,0,0,1,0,PIT,NYN,1,30,0,1,1
saues001,PIT200005110,6,0,3,0,0,46,3,0,0,0,0,1,0,9,6,0,0,0,1,PIT,NYN,1,30,0,1,0
chrij002,PIT200005110,3,0,0,0,0,8,1,0,0,0,0,0,0,3,3,0,0,0,0,PIT,NYN,1,30,0,1,0
leita001,PIT200005110,27,8,2,2,1,131,8,1,6,1,0,0,1,37,33,0,1,0,0,NYN,PIT,0,30,0,1,1
schmj001,PIT200005120,15,7,2,5,5,98,2,1,4,2,0,0,0,25,23,0,0,0,0,PIT,MIL,1,30,0,1,1
silvj001,PIT200005120,3,2,0,1,1,17,1,0,2,0,0,1,0,4,4,0,0,0,0,PIT,MIL,1,30,0,1,0
wallj001,PIT200005120,3,1,0,0,0,17,1,0,1,0,0,0,0,4,4,0,0,0,0,PIT,MIL,1,30,0,1,0
parrj002,PIT200005120,6,1,1,0,0,33,0,0,1,0,0,0,1,8,6,0,0,0,0,PIT,MIL,1,30,0,1,0
haynj001,PIT200005120,23,4,5,1,1,132,2,1,3,0,0,0,0,30,25,0,0,0,0,MIL,PIT,0,30,0,1,1
delov001,PIT200005120,4,0,0,0,0,14,1,0,0,0,0,0,0,4,4,0,0,0,0,MIL,PIT,0,30,0,1,0
oconb001,PIT200005130,6,7,2,6,6,52,0,1,4,2,0,0,0,14,12,0,0,0,0,PIT,MIL,1,30,0,1,1
silvj001,PIT200005130,9,1,1,0,0,44,3,0,1,0,0,0,0,11,10,0,0,0,1,PIT,MIL,1,30,0,1,0
garcm002,PIT200005130,1,1,2,2,2,20,0,1,0,0,0,0,0,4,2,0,0,0,0,PIT,MIL,1,30,0,1,0
saues001,PIT200005130,5,1,0,0,0,18,0,0,1,0,0,0,0,5,4,0,0,1,0,PIT,MIL,1,30,0,1,0
chrij002,PIT200005130,3,0,0,0,0,13,1,0,0,0,0,0,0,3,3,0,0,0,0,PIT,MIL,1,30,0,1,0
willm005,PIT200005130,3,0,1,0,0,17,2,0,0,0,0,0,0,4,3,0,0,0,0,PIT,MIL,1,30,0,1,0
estrh001,PIT200005130,9,7,3,4,4,69,0,2,2,3,0,0,1,19,15,0,0,0,0,MIL,PIT,0,30,0,1,1
brusj001,PIT200005130,1,3,0,4,4,12,0,1,0,2,0,0,1,5,4,0,0,0,0,MIL,PIT,0,30,0,1,0
acevj001,PIT200005130,11,4,0,2,2,46,2,1,1,2,0,0,0,14,14,0,0,0,0,MIL,PIT,0,30,0,1,0
wickb001,PIT200005130,3,2,0,1,1,13,1,0,2,0,0,0,0,5,4,0,0,1,0,MIL,PIT,0,30,0,1,0
bensk001,PIT200005140,24,4,3,0,0,109,3,0,3,1,0,0,0,29,25,0,1,0,0,PIT,MIL,1,30,0,1,1
chrij002,PIT200005140,3,0,0,0,0,10,0,0,0,0,0,0,0,2,2,0,0,0,0,PIT,MIL,1,30,0,1,0
damij001,PIT200005140,21,6,2,2,1,95,5,1,3,2,0,0,1,28,25,0,0,0,0,MIL,PIT,0,30,0,1,1
delov001,PIT200005140,2,1,0,1,1,14,1,1,0,0,0,0,0,3,3,0,0,0,0,MIL,PIT,0,30,0,1,0
woods001,PIT200005140,1,0,0,0,0,5,1,0,0,0,0,0,0,1,1,0,0,0,0,MIL,PIT,0,30,0,1,0
bensk001,PIT200005190,27,3,1,1,1,116,11,0,3,0,0,0,2,33,29,0,0,1,0,PIT,SLN,1,30,0,1,1
ankir001,PIT200005190,8,7,3,7,7,79,2,1,5,1,0,1,0,19,14,0,2,0,0,SLN,PIT,0,30,0,1,1
holmd001,PIT200005190,10,4,0,2,2,47,2,1,2,1,0,0,1,13,12,0,0,0,0,SLN,PIT,0,30,0,1,0
mohlm001,PIT200005190,6,4,1,4,3,39,2,0,3,0,1,0,0,12,11,0,0,0,0,SLN,PIT,0,30,0,1,0
cordf001,PIT200005200,9,5,4,5,3,67,2,1,4,0,0,0,0,18,14,0,0,0,0,PIT,SLN,1,30,0,1,1
manzj001,PIT200005200,6,2,1,1,0,33,0,0,1,0,1,0,0,9,8,0,0,0,0,PIT,SLN,1,30,0,1,0
saues001,PIT200005200,3,0,1,0,0,15,3,0,0,0,0,0,0,4,3,0,0,0,0,PIT,SLN,1,30,0,1,0
garcm002,PIT200005200,3,6,0,6,5,29,0,0,5,1,0,0,0,9,8,0,0,1,0,PIT,SLN,1,30,0,1,0
wallj001,PIT200005200,3,1,0,2,0,15,1,1,0,0,0,1,0,5,5,0,0,0,0,PIT,SLN,1,30,0,1,0
osikk001,PIT200005200,3,5,0,5,5,34,1,1,3,1,0,1,2,10,8,0,0,0,0,PIT,SLN,1,30,0,1,0
hentp001,PIT200005200,21,7,2,3,3,90,3,1,5,1,0,0,0,27,24,0,0,1,0,SLN,PIT,0,30,0,1,1
rodrj001,PIT200005200,3,0,1,0,0,16,1,0,0,0,0,0,0,4,3,0,0,0,0,SLN,PIT,0,30,0,1,0
sloch001,PIT200005200,3,2,1,1,0,14,0,0,2,0,0,0,0,6,5,0,0,0,0,SLN,PIT,0,30,0,1,0
ritct001,PIT200005210,16,7,4,5,5,97,6,1,5,0,1,0,0,28,24,0,0,0,0,PIT,SLN,1,30,0,1,1
wallj001,PIT200005210,2,0,1,0,0,15,1,0,0,0,0,0,0,3,2,0,0,0,0,PIT,SLN,1,30,0,1,0
silvj001,PIT200005210,3,1,0,0,0,19,2,0,1,0,0,0,0,4,4,0,0,0,0,PIT,SLN,1,30,0,1,0
saues001,PIT200005210,2,2,1,2,2,18,2,0,1,0,1,0,0,5,4,0,0,0,0,PIT,SLN,1,30,0,1,0
willm005,PIT200005210,4,0,0,0,0,15,1,0,0,0,0,0,0,3,3,0,0,0,0,PIT,SLN,1,30,0,1,0
benea001,PIT200005210,21,6,1,3,3,110,5,2,4,0,0,0,0,27,26,0,0,0,0,SLN,PIT,0,30,0,1,1
jamem001,PIT200005210,1,1,1,1,1,15,0,1,0,0,0,0,0,3,2,0,0,0,0,SLN,PIT,0,30,0,1,0
rodrj001,PIT200005210,1,0,0,0,0,5,0,0,0,0,0,0,0,1,1,0,0,0,0,SLN,PIT,0,30,0,1,0
vered001,PIT200005210,4,2,0,1,1,23,1,1,0,1,0,0,0,6,6,0,0,0,0,SLN,PIT,0,30,0,1,0
schmj001,PIT200005290,20,10,3,4,4,138,4,0,8,2,0,0,0,31,28,0,0,0,0,PIT,FLO,1,30,0,1,1
silvj001,PIT200005290,4,0,1,0,0,11,1,0,0,0,0,0,0,5,4,0,0,0,0,PIT,FLO,1,30,0,1,0
willm005,PIT200005290,3,1,0,0,0,13,2,0,0,1,0,0,0,4,4,0,0,0,0,PIT,FLO,1,30,0,1,0
nunev001,PIT200005290,15,9,3,6,6,113,3,0,7,2,0,1,0,27,23,0,0,1,1,FLO,PIT,0,30,0,1,1
miced001,PIT200005290,2,3,4,4,4,36,0,0,1,2,0,0,0,9,5,0,0,0,1,FLO,PIT,0,30,0,1,0
mahar001,PIT200005290,4,0,0,0,0,9,0,0,0,0,0,0,0,4,4,0,0,0,0,FLO,PIT,0,30,0,1,0
darev001,PIT200005290,3,1,0,0,0,15,1,0,1,0,0,0,0,5,5,0,0,0,0,FLO,PIT,0,30,0,1,0
bensk001,PIT200005300,24,4,2,2,2,128,11,1,3,0,0,0,0,30,28,0,0,0,0,PIT,FLO,1,30,0,1,1
willm005,PIT200005300,6,1,0,0,0,21,1,0,1,0,0,0,0,6,6,0,0,0,0,PIT,FLO,1,30,0,1,0
cornr001,PIT200005300,21,8,2,1,1,106,2,0,7,1,0,2,0,29,27,0,0,0,0,FLO,PIT,0,30,0,1,1
loopb001,PIT200005300,2,0,1,0,0,16,0,0,0,0,0,0,0,3,2,0,0,0,1,FLO,PIT,0,30,0,1,0
almaa001,PIT200005300,1,0,0,0,0,7,1,0,0,0,0,0,0,1,1,0,0,0,0,FLO,PIT,0,30,0,1,0
alfoa001,PIT200005300,4,3,0,2,2,26,1,1,0,2,0,0,0,7,7,0,0,0,0,FLO,PIT,0,30,0,1,0
cordf001,PIT200005310,20,10,1,2,2,100,5,1,7,2,0,0,0,28,27,0,0,0,0,PIT,FLO,1,30,0,1,1
saues001,PIT200005310,1,0,0,0,0,9,1,0,0,0,0,0,0,1,1,0,0,0,0,PIT,FLO,1,30,0,1,0
silvj001,PIT200005310,5,2,0,0,0,33,0,0,2,0,0,0,0,6,6,0,0,0,0,PIT,FLO,1,30,0,1,0
willm005,PIT200005310,1,0,1,0,0,9,1,0,0,0,0,0,0,2,1,0,0,0,0,PIT,FLO,1,30,0,1,0
sancj001,PIT200005310,18,5,3,5,4,82,4,2,2,1,0,1,0,27,23,0,0,1,0,FLO,PIT,0,30,0,1,1
boner001,PIT200005310,6,0,0,0,0,24,3,0,0,0,0,0,0,6,6,0,0,0,0,FLO,PIT,0,30,0,1,0
ritct001,PIT200006020,21,4,2,3,3,83,5,2,2,0,0,0,0,24,22,0,0,0,0,PIT,KCA,1,30,0,1,1
chrij002,PIT200006020,3,0,0,0,0,16,1,0,0,0,0,0,0,3,3,0,0,0,0,PIT,KCA,1,30,0,1,0
willm005,PIT200006020,3,0,0,0,0,7,0,0,0,0,0,0,0,3,3,0,0,0,0,PIT,KCA,1,30,0,1,0
batim001,PIT200006020,21,4,5,4,4,128,5,2,2,0,0,0,0,30,25,0,0,0,0,KCA,PIT,0,30,0,1,1
rakej001,PIT200006020,3,4,2,5,5,38,1,0,2,2,0,0,0,9,7,0,0,0,0,KCA,PIT,0,30,0,1,0
schmj001,PIT200006030,16,7,4,7,7,109,6,0,5,1,1,0,0,26,22,0,0,0,0,PIT,KCA,1,30,0,1,1
saues001,PIT200006030,0,2,0,2,2,5,0,0,2,0,0,0,0,2,2,0,0,0,0,PIT,KCA,1,30,0,1,0
loisr001,PIT200006030,2,2,0,2,2,10,0,2,0,0,0,0,0,4,3,0,0,1,0,PIT,KCA,1,30,0,1,0
manzj001,PIT200006030,6,2,2,0,0,38,0,0,1,1,0,0,0,10,8,0,0,0,0,PIT,KCA,1,30,0,1,0
