id,game,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB,team,opp,loc,age,rookie,regpost,gs
nelsj001,NYA200010100,7,1,0,0,0,51,4,0,1,0,0,0,0,8,8,0,0,0,0,NYA,SEA,1,30,0,4,0
choar001,NYA200010100,1,0,0,0,0,6,1,0,0,0,0,0,0,1,1,0,0,0,0,NYA,SEA,1,30,0,4,0
grimj001,NYA200010100,2,1,1,0,0,13,1,0,1,0,0,0,0,4,3,0,0,0,0,NYA,SEA,1,30,0,4,0
garcf002,NYA200010100,20,3,2,0,0,103,8,0,2,1,0,0,1,25,22,0,0,0,0,SEA,NYA,0,30,0,4,1
panij001,NYA200010100,3,1,0,0,0,18,3,0,1,0,0,0,0,4,4,0,0,0,0,SEA,NYA,0,30,0,4,0
rhoda001,NYA200010100,1,0,0,0,0,5,1,0,0,0,0,0,0,1,1,0,0,0,0,SEA,NYA,0,30,0,4,0
sasak001,NYA200010100,3,2,0,0,0,27,1,0,2,0,0,0,0,5,5,0,0,0,0,SEA,NYA,0,30,0,4,0
herno001,NYA200010110,24,6,3,1,1,118,7,0,4,2,0,0,0,31,28,0,0,0,1,NYA,SEA,1,30,0,4,1
rivem002,NYA200010110,3,1,0,0,0,15,0,0,0,1,0,0,0,4,4,0,0,0,0,NYA,SEA,1,30,0,4,0
halaj001,NYA200010110,18,5,3,0,0,85,2,0,4,1,0,0,0,25,22,0,0,0,0,SEA,NYA,0,30,0,4,1
panij001,NYA200010110,3,1,0,0,0,20,1,0,1,0,0,0,0,4,4,0,0,0,0,SEA,NYA,0,30,0,4,0
rhoda001,NYA200010110,1,4,0,3,3,27,0,0,3,1,0,0,0,5,4,0,0,1,0,SEA,NYA,0,30,0,4,0
mesaj001,NYA200010110,2,4,0,4,4,29,0,1,2,1,0,0,0,5,5,0,0,0,0,SEA,NYA,0,30,0,4,0
selea001,SEA200010130,18,9,0,4,4,90,4,2,6,1,0,0,0,27,27,0,0,0,0,SEA,NYA,1,30,0,4,1
tomkb001,SEA200010130,7,3,2,4,4,60,3,0,3,0,0,1,0,11,9,0,0,0,0,SEA,NYA,1,30,0,4,0
ramsr001,SEA200010130,2,1,0,0,0,10,0,0,1,0,0,0,0,3,2,0,0,1,0,SEA,NYA,1,30,0,4,0
petta001,SEA200010130,20,9,1,2,2,108,2,0,8,1,0,0,0,28,26,0,1,0,0,NYA,SEA,0,30,0,4,1
nelsj001,SEA200010130,2,1,0,0,0,18,2,0,1,0,0,0,0,3,3,0,0,0,0,NYA,SEA,0,30,0,4,0
rivem002,SEA200010130,5,0,0,0,0,25,0,0,0,0,0,0,0,5,5,0,0,0,0,NYA,SEA,0,30,0,4,0
abbop001,SEA200010140,15,3,3,3,3,80,3,1,2,0,0,0,0,21,18,0,0,0,0,SEA,NYA,1,30,0,4,1
ramsr001,SEA200010140,3,1,0,0,0,14,1,0,1,0,0,0,0,4,4,0,0,0,0,SEA,NYA,1,30,0,4,0
mesaj001,SEA200010140,6,1,1,2,2,31,0,1,0,0,0,0,0,8,7,0,0,0,0,SEA,NYA,1,30,0,4,0
panij001,SEA200010140,3,0,0,0,0,12,0,0,0,0,0,0,0,3,3,0,0,0,0,SEA,NYA,1,30,0,4,0
clemr001,SEA200010140,27,1,2,0,0,138,15,0,0,1,0,0,0,30,28,0,0,0,0,NYA,SEA,0,30,0,4,1
garcf002,SEA200010150,15,7,2,2,2,96,3,0,4,3,0,0,1,25,22,0,0,0,0,SEA,NYA,1,30,0,4,1
panij001,SEA200010150,3,0,1,0,0,18,0,0,0,0,0,0,0,4,3,0,0,0,0,SEA,NYA,1,30,0,4,0
rhoda001,SEA200010150,4,0,3,0,0,33,4,0,0,0,0,0,0,7,4,0,0,0,0,SEA,NYA,1,30,0,4,0
sasak001,SEA200010150,5,1,1,0,0,32,2,0,1,0,0,1,1,8,6,0,0,0,0,SEA,NYA,1,30,0,4,0
neagd001,SEA200010150,13,3,4,3,3,88,4,0,3,0,0,0,0,20,14,0,1,1,0,NYA,SEA,0,30,0,4,1
nelsj001,SEA200010150,0,3,0,3,3,6,0,2,1,0,0,0,0,3,3,0,0,0,0,NYA,SEA,0,30,0,4,0
grimj001,SEA200010150,1,1,2,0,0,20,0,0,1,0,0,1,0,4,2,0,0,0,0,NYA,SEA,0,30,0,4,0
goodd001,SEA200010150,7,1,0,0,0,43,1,0,1,0,0,0,0,8,8,0,0,0,0,NYA,SEA,0,30,0,4,0
coned001,SEA200010150,3,0,0,0,0,13,0,0,0,0,0,0,0,3,3,0,0,0,0,NYA,SEA,0,30,0,4,0
herno001,NYA200010170,21,7,5,6,6,138,7,2,1,4,0,0,0,31,26,0,0,0,1,NYA,SEA,1,30,0,4,1
rivem002,NYA200010170,6,3,0,1,1,27,1,0,1,2,0,0,0,9,9,0,0,0,0,NYA,SEA,1,30,0,4,0
halaj001,NYA200010170,10,5,2,3,3,66,1,0,4,1,0,0,0,16,14,0,0,0,0,SEA,NYA,0,30,0,4,1
tomkb001,NYA200010170,8,0,2,0,0,60,1,0,0,0,0,0,0,10,8,0,0,0,1,SEA,NYA,0,30,0,4,0
panij001,NYA200010170,1,2,0,2,2,12,0,0,2,0,0,0,0,3,2,0,1,0,0,SEA,NYA,0,30,0,4,0
rhoda001,NYA200010170,0,4,1,4,4,18,0,1,2,1,0,0,0,5,4,0,0,0,1,SEA,NYA,0,30,0,4,0
mesaj001,NYA200010170,5,0,2,0,0,29,3,0,0,0,0,0,0,7,4,0,0,1,0,SEA,NYA,0,30,0,4,0
